"user" "activity" "acc.x.mean" "acc.y.mean" "acc.z.mean" "gyro.x.mean" "gyro.y.mean" "gyro.z.mean"
7 "STANDING" 0.00106085732987235 0.00134491413118956 0.00281774091612795 -0.0015298408928352 -0.00139703185049587 -0.000543630772416126
7 "SITTING" 0.00146294111619303 0.00132553769937874 -0.00467661627993853 -0.0226516064794125 0.0183881838722669 -0.0267258621508739
7 "LAYING" -0.00564642044646875 -0.00173246452809381 0.00229474419698528 0.0256274303984285 -0.0267583634335763 0.0307986239309543
7 "WALKING" -0.000408617679499726 -0.000794905071299342 -0.000860403936493969 0.0309025443534814 -0.00423138748870614 -0.00983538524273602
7 "WALKING_DOWNSTAIRS" 0.000562871270169548 0.000264835219983377 0.00375575008317819 -0.0801716179116689 0.0111166523174518 0.0135264277679521
7 "WALKING_UPSTAIRS" -0.00594931173813572 -0.0054684374507935 -0.0117145493605545 -0.114586175367947 0.0324478559844669 0.0234060600657062
8 "STANDING" 0.00042148084476985 0.00122046164581944 0.000724318448216435 0.00588661223171149 0.0209166400575839 -0.0100219610779554
8 "SITTING" -0.00207817826619327 0.00546156779540132 0.00127068462363179 -0.027913265940465 -0.0095579078672051 -0.00651842875019922
8 "LAYING" -0.00336354284419097 -0.00214526768567824 0.00200261437051244 0.0340638952483782 -0.00668121104158738 0.0229507386982675
8 "WALKING" -0.000595461750553385 -0.000799741181819661 0.000348690187060547 0.0527882514470052 -0.00968562202003581 -0.0156530862346419
8 "WALKING_DOWNSTAIRS" 0.00121759228741365 -0.00208111627527755 0.000234377669880756 -0.0964463194692434 0.0109547679856086 0.0123089008618627
8 "WALKING_UPSTAIRS" -0.0038528055909032 -0.00582385522955793 -0.00225109782014101 0.227287981474272 -0.0586336703780272 -0.0702777340204078
11 "STANDING" 2.88098197871011e-05 -3.19608303038564e-05 -0.000125196138218551 -0.00169066016978009 -0.000996493683403989 -0.00233420806735539
11 "SITTING" -0.000203106322528833 0.00116368043320637 -0.00149729427878184 -0.0127099402137948 -0.000536847548821639 -0.00449620766233284
11 "LAYING" 0.00062178799280784 -0.000273612566814693 -0.000158212653562802 0.00876697735026623 0.0147996999648892 0.0290720738328285
11 "WALKING" -0.00118576233387977 0.00025731045791446 0.000730493451867055 -0.0154888148376192 0.00172872601490466 -0.000866744037658898
11 "WALKING_DOWNSTAIRS" 0.00289128510158628 -0.000352272065641984 -0.000912568411128397 -0.100446990796197 0.0216996339872962 -0.012750285821712
11 "WALKING_UPSTAIRS" -0.00284389562994792 -0.00691183572202402 0.000498953284982639 -0.0561219669798322 0.0079672933754485 -0.00997038623119647
14 "STANDING" 0.000612028731561224 0.00101248862367876 0.00148320788232755 0.00576134981127865 0.00836551058066562 -0.0032243599243362
14 "SITTING" 0.000497646235658709 0.00442295448026678 0.00261172089732002 -0.0168784881570679 0.00135067650151065 0.0028854961498287
14 "LAYING" -0.00912944379472793 0.00303991352093857 0.00709383268346878 0.033753046970337 -0.0357061180366958 0.0277907943660432
14 "WALKING" -0.00115738359675742 -0.00243394117425847 0.000512447636686971 0.0249569189685434 -0.00389588568707627 -0.0154953113462394
14 "WALKING_DOWNSTAIRS" 0.00326562777251042 -0.00150849217334549 0.00511189375942708 0.0133734112198958 -0.00911540855447222 -0.0225713621674653
14 "WALKING_UPSTAIRS" -0.00312309149493345 -0.00173124058600116 -0.00131212876441696 0.112477918911863 -0.0221955074349537 -0.0577451707537138
15 "STANDING" 0.000276156352332842 -0.00063648680571079 0.00079176227921079 0.00147640148534788 0.00378155331808933 -0.00448703211213216
15 "SITTING" -0.000962888456975953 0.00284249620218962 -0.00176851520272073 -0.0103508553410916 -0.00271053215285686 0.00392356792502873
15 "LAYING" 0.0024523376326194 0.000266714904036024 -0.00337693875565245 0.0111847636428097 0.00558466787017941 0.0120026489182854
15 "WALKING" -0.000757667256947338 2.99913346643518e-05 0.000226553781655382 -0.0286854263271991 0.00591304037698785 -0.000922491521652199
15 "WALKING_DOWNSTAIRS" 0.000540567950271577 0.00603592463077009 -0.000732836134354539 -0.112359025363132 0.0179079727913579 -0.00670832715649182
15 "WALKING_UPSTAIRS" -0.00152255917456087 -0.00609181387196615 -0.00285573608139258 0.121708317158854 -0.0362919205909147 0.00214008021862142
16 "STANDING" 0.00122033567648269 0.000282286028511038 0.00153605368662113 -0.00232966046129393 0.00256072263866587 0.000177689699542788
16 "SITTING" 0.000657976590047101 0.00361303366648721 0.00633171343982337 -0.013950562877109 0.00762431118636957 -0.00299153891155054
16 "LAYING" -0.000690082359857366 0.000276839680341741 0.00032939762637971 0.0118814889989098 -0.0177598061187734 0.00455347393318371
16 "WALKING" -0.000319878514473039 -0.0017259296114568 -0.000163984418560049 0.0128946334378661 0.00214181024863266 -0.00197736907808517
16 "WALKING_DOWNSTAIRS" 0.00371172697163564 -0.000656535042450133 -0.00382074003806516 0.00529860160415559 0.00274264634075798 -0.00123694562044548
16 "WALKING_UPSTAIRS" -0.00444921395644914 0.0014542960605576 -0.00520843811588995 0.10263546669136 0.0116150023535999 -0.0416590948035846
17 "STANDING" 7.55777541741787e-05 -0.000143638886373397 -0.00103215099458456 0.000739670474030609 -0.00122978426901282 0.00076275680518133
17 "SITTING" -4.50791666518555e-05 0.00156403459697815 -0.0017562370070509 -0.0153405680537429 0.00334773934649536 -0.000144910190222412
17 "LAYING" -0.00160653922355832 0.00015313344831228 0.000429891721315801 0.00433087518234815 -0.00908343119579687 0.0111124189300339
17 "WALKING" -0.00107860869036885 -0.000707770505722336 -0.000490384847599897 0.0190306804663292 -0.00435146661043801 -0.00470009816438525
17 "WALKING_DOWNSTAIRS" 0.00336787729505774 0.000210966647567935 0.00629773097550951 0.098439885471824 -0.0222034684826257 -0.0310011909952955
17 "WALKING_UPSTAIRS" -0.00514604121119792 -0.00300357470741602 -0.00428874461253499 -0.00283639389453125 0.00880133264500326 -0.0133837750335449
19 "STANDING" 0.000122926176369307 0.00089888318778339 -0.000242557613205116 0.00266532200352119 0.00505511307914197 -0.00676312085904732
19 "SITTING" -0.000771864706626926 0.000209225220825086 -0.000132141072838677 0.00645598878514942 0.0100767143891453 0.00467608779367618
19 "LAYING" -0.00101433578756419 -2.37714281279744e-06 -0.00022259086569695 -0.00364312793470345 -0.00944678550743788 0.00985750914279989
19 "WALKING" -0.000751080395372596 -0.00106958837692308 -0.00476649391650541 0.000183357907902643 -0.000369111026676683 -0.00288661519673978
19 "WALKING_DOWNSTAIRS" -0.00306806990741186 0.00133432285417748 -0.00838655288767628 -0.183683781497276 0.0459666507875 0.0343581470894631
19 "WALKING_UPSTAIRS" -0.00730699633118555 -0.00695530594023828 -0.0141210534711445 0.0686141804520313 -0.0271686011450391 -0.0383132787675664
21 "STANDING" -0.000128495864949034 0.000225373374935569 -0.000697089954132637 0.00876820895362851 0.000238304681608848 6.795197661796e-05
21 "SITTING" -7.4492904272978e-06 0.00143568811549807 -0.00123885888246103 0.00804823217335533 0.00407773389325092 -0.00141637236454351
21 "LAYING" -0.00128806485384349 -0.000674077962341146 0.00166947685621892 -0.00292669730053542 -0.0178164348202415 0.00520391188570879
21 "WALKING" 0.000331328701195913 -0.000536512911009615 0.00131749951740385 -0.0188298073208984 0.0069123509246244 0.00532825406045883
21 "WALKING_DOWNSTAIRS" 0.00492229034291667 -9.51388555798614e-05 0.00334931470480556 -0.101807678231372 0.0408845368989757 0.0275632873611267
21 "WALKING_UPSTAIRS" -0.00255153063172433 -0.00345324307783245 -0.0056510107575266 0.0931138493709109 -0.0366987852490858 -0.040630256875
22 "STANDING" 0.000304607253942684 0.000672338255530754 0.00110340839274454 0.000159554813239088 0.00240765019188418 -0.00574753658287971
22 "SITTING" -0.000822662309895161 0.00251310358604561 0.000819333264344758 -0.00863051869568594 -0.00226755714406304 -0.00260690744946036
22 "LAYING" 0.00049128767013635 0.0015080625803411 -0.000823633089053602 0.00705828675532986 -0.008232045932023 0.0259672435129253
22 "WALKING" 0.000265601642022758 0.000218613557150136 0.00039479901686481 0.0293439759727242 -0.00981939026701766 -0.00389750708479959
22 "WALKING_DOWNSTAIRS" 0.00141849405295139 -0.00139613888576389 0.000294617220388021 -0.0518626541392795 0.00208768676215278 -0.0160491663123481
22 "WALKING_UPSTAIRS" -0.00601430835381696 -0.00510041642886533 -0.00305340990318824 0.167752684782757 -0.0483635683343601 -0.0312454789041443
23 "STANDING" 6.66789921629366e-05 -0.000319638359316291 -0.000756274249433525 -0.00522367153733132 0.00411442715215074 -0.00205534167009802
23 "SITTING" -0.000870590634300574 0.00196359416202734 0.0014861886690131 -0.0201973825683039 0.00266690374684812 -0.00963318358883058
23 "LAYING" -0.000729063383532335 -0.00236934484084245 0.00133816400801823 0.0168469879495419 -0.0138669616618166 0.0109522472029456
23 "WALKING" -0.000899312020127118 -0.000641854839935117 -0.00167659521103824 -0.0365518319021345 0.00465923770891128 0.0094571146790776
23 "WALKING_DOWNSTAIRS" 0.00253925381005498 0.000486227303492476 0.00313667148526042 -0.031093243388355 -0.00495213766179398 0.00399546279489294
23 "WALKING_UPSTAIRS" -0.00568382952625613 -0.00799685445798713 -0.00613870942734375 0.127339505680884 -0.0168068511272365 -0.0526188996441942
25 "STANDING" 9.0250402082992e-05 0.00040973962177386 0.000315369828221199 0.00297049700123606 0.0020099217136288 -0.000471026596438978
25 "SITTING" 0.000199015835556418 0.00124229487517572 -0.000281714725440865 -0.00776639433204154 -0.000208080447641226 -0.000466669057989303
25 "LAYING" -0.0055196531994771 -0.000921155939709974 0.0026026894922149 0.0323865330650111 0.00121868451189148 0.0236280623358345
25 "WALKING" 0.000292015385586993 -0.000791808649862754 -0.000142045032347973 0.0124219189608319 -0.00349339046467483 0.000200971334026605
25 "WALKING_DOWNSTAIRS" 0.00283441407404364 -0.00203453177822468 0.000368416342909483 0.0316273511905655 -0.01208905139375 0.00519699589731681
25 "WALKING_UPSTAIRS" 8.64815500600962e-05 -0.00516550642107644 -0.00591401988219952 0.0858980194822692 -0.0158466448487764 0.0058819984968512
26 "STANDING" 0.000731848530402027 0.000250362357981419 -0.000637609034096073 0.00323874187317525 0.000542164670334565 -0.00383376694465498
26 "SITTING" -0.00398400120259051 0.00524749361931651 0.00358841246638722 -0.00963987647940563 -0.0043909801513778 -0.00673703900600789
26 "LAYING" -0.00122203810483697 -0.0010759953551472 0.00109180788306312 0.0109418445104543 -0.00721646111927529 0.0292567790642997
26 "WALKING" 0.000348004589805455 0.000898068456533369 -0.000204603757272246 0.0250968631922934 -0.00442977076982256 -0.000542557285116525
26 "WALKING_DOWNSTAIRS" 0.000352154529812501 0.00236678302841562 0.000617083384053125 0.0174531794521506 -0.0117581637511406 -0.00181966372759375
26 "WALKING_UPSTAIRS" -0.00100657406355398 -0.00578287271408097 -0.00450446375028474 0.00297007638579546 0.00387346435761364 -0.00627898058804088
27 "STANDING" 0.000410339167937539 0.000285816472402539 0.000155861659168105 0.000972796377393164 0.0030847320945248 -0.00648334665858828
27 "SITTING" -0.0007489926069806 0.000845081734739665 0.000920238230581138 -0.00980627148723996 -0.00243588283629286 -0.00130896586269194
27 "LAYING" -0.000715774459380279 -0.00044510517114584 0.0002008160184178 0.00838708109514896 -0.00968208361351541 0.0143423844917775
27 "WALKING" -0.000149672883608827 0.000257155793152412 -0.00149137185294682 -0.0597289915398026 0.0170685330708059 0.0141340968396162
27 "WALKING_DOWNSTAIRS" 0.0041151080609375 0.00187865207728338 -0.00149646042804155 -0.136294460337784 0.02619848853419 0.0293712710093928
27 "WALKING_UPSTAIRS" -0.00243288825597426 -0.00155107786253983 -0.0050287061566299 -0.068439899939185 0.034523197957091 0.0238100485789982
28 "STANDING" 4.51944329906052e-05 -6.57518092072785e-05 0.000570912089047864 0.00242029376381448 0.000198311946478837 8.16653749469937e-05
28 "SITTING" -0.000123264144005642 -0.000735519019102691 -0.0010604921564197 -0.0064221281444911 0.00313563108304253 0.000306541261867187
28 "LAYING" -0.000342564286266641 0.000201606224096484 -1.22932526335937e-05 0.0106302927827846 -0.0104337201940339 0.00320715394940145
28 "WALKING" 0.000752701339803241 0.000766933217258681 0.00151723197232639 -0.0806734690976128 0.0257609634136285 0.0131595852212818
28 "WALKING_DOWNSTAIRS" 0.00331095781681726 -0.00256218909384171 -9.29366437601902e-05 -0.116977051978838 0.0367719309682762 0.0231428736772079
28 "WALKING_UPSTAIRS" -0.00320866146053462 -0.00566801100804075 -0.00436260363939798 -0.104875886137384 0.0431467744525888 0.0076958431196538
29 "STANDING" 8.02273955768029e-05 -6.42174515523317e-05 -0.000116090988365625 6.94343238810337e-05 0.0010083357562506 -0.00158200171385481
29 "SITTING" -8.15641525372135e-05 0.000266176598533854 -0.00069509552309974 -0.0105736248255046 -0.000560017877873828 -0.0125178640810366
29 "LAYING" 0.00200298783249685 -3.0628438827808e-05 -0.00038135441482971 0.00190467512063587 -0.000831667499335156 0.0181812389240459
29 "WALKING" -0.00114907430017659 0.000444050024882076 0.000553390141995873 0.0203363404825678 -0.00344072565208137 -0.000286608200722288
29 "WALKING_DOWNSTAIRS" 0.00320758058274414 0.00115232243517708 0.00336076483104167 -0.0100429886314128 -0.00486041562519531 -0.00181833192034831
29 "WALKING_UPSTAIRS" -0.00250443714551977 -0.00671815837600606 -0.00320197319943559 0.124663075774083 -0.0352114136439254 -0.000398766146795281
30 "STANDING" -9.54288057907839e-05 6.38676100415783e-05 -0.000148180825106462 6.29407808792372e-05 0.00329859679348814 -0.00269153165282548
30 "SITTING" -0.0019041208092849 0.00476826321738785 0.00290441717504083 -0.00842381661672383 -6.39235492666335e-06 -0.00714010054894555
30 "LAYING" 0.000712655419118304 -0.00121228322621984 0.00153591426932232 0.000921674406119755 -0.000816406783695312 0.00332580912756205
30 "WALKING" -0.000240909416594952 -0.00023597005665625 0.00319866433296875 -0.0188485731354808 0.00425411505637019 -0.00105158165505288
30 "WALKING_DOWNSTAIRS" 0.00115711926984627 -0.000157477854823589 0.00275157015383065 -0.0483540124795287 0.00227018435255796 0.00143575625289819
30 "WALKING_UPSTAIRS" -0.00126948207129808 -0.00429734234890625 -0.00541423122460337 0.0248711141269712 -0.00163497020100565 -0.00215225612540865
2 "STANDING" 6.91830141262442e-05 -0.000672778292970197 0.000792520785668692 0.00393201028634795 -0.0034766182422254 0.000664936673678241
2 "SITTING" -0.000100652413850713 0.000760627952901495 -0.000300818998898777 -0.0183536569299141 0.0065063506496678 -0.0199630489963625
2 "LAYING" 0.000782620459907878 -0.000535310148371875 0.00035083131030599 0.00948662885829163 -0.0169135999761123 0.0259136753102604
2 "WALKING" -0.000236823526445975 -0.0007640919728125 0.000927358610169756 -0.0261456554122987 0.0117845148574828 -0.00154868120596663
2 "WALKING_DOWNSTAIRS" 8.1566674933513e-06 -0.00289702140073138 -0.00280964498676696 -0.0910397032603723 0.031386088491999 0.00479812537430186
2 "WALKING_UPSTAIRS" -0.00626711601526693 -0.00224174608150846 -0.0146031169508174 -0.0309573604757487 0.0190761039483724 -0.007743288215625
4 "STANDING" 0.000602576299563616 0.00401202160235073 0.00401368576647573 -0.00306316049434152 0.00565024138079074 -0.00476632015512165
4 "SITTING" -0.00124420927322266 0.00523206258104812 0.000803732618706562 -0.0224510501899384 -0.00681333953868094 0.00655809741564375
4 "LAYING" -0.00288854068113092 0.00111981931737066 -0.000786379090290509 0.0190214931005991 -0.0084309319287338 0.0369065337980098
4 "WALKING" 0.000207368155971354 0.00120543976572526 -0.00102254446784505 -0.00425263819567708 0.000744455540416667 -0.00255156665798958
4 "WALKING_DOWNSTAIRS" 0.000492442967631945 0.00384790223680556 0.000505458824418403 -0.0775202392881701 0.00177744337545139 -0.0119804035823299
4 "WALKING_UPSTAIRS" -0.00138054912814002 -0.00778496399770733 -0.00195291145792819 0.0691595651582091 -0.0052408352585637 -0.000866329750922476
9 "STANDING" 0.000975646581522674 -0.00152493773739809 0.00430529134118212 -0.00155553747638264 0.00610836861149861 0.00571301487133819
9 "SITTING" -0.00602765974368063 -0.00518146462093375 0.0108778374877441 -0.0151133804289714 0.0148596908945359 -0.00245233219708
9 "LAYING" -0.00378781091017634 -0.00177739953727687 0.000250370930332188 0.0144830705982678 -0.0381799026011172 0.00661327766128875
9 "WALKING" 0.000191052807671274 -0.000498834800628005 -0.000830103153215144 -0.0548277159004477 0.00531838462992788 0.0111961964570613
9 "WALKING_DOWNSTAIRS" 0.00378110410452046 -0.00171058052881324 0.00570820403456101 -0.0659685908307481 0.00139038171233259 0.0134864333058743
9 "WALKING_UPSTAIRS" -0.00311991539501594 -0.0012441211607111 -0.0055865080603699 -0.140564908848342 0.0149356898656633 0.0262729609744898
10 "STANDING" -0.000190720315555575 0.000837276782393466 0.000113490389121165 -0.000526556747244673 -0.00602412262545099 0.00748807940069957
10 "SITTING" -0.00143508606709664 0.0010991023025068 0.00133933249643139 -0.0160563844672239 0.00286248873160544 -0.0051946397119809
10 "LAYING" 0.000547105103128502 -0.00375358704768505 -0.00292714793083621 0.00837346312501697 -0.00121594752027074 0.00813820787615124
10 "WALKING" 0.000205733081942806 6.07405887662148e-05 -0.000247713736612618 0.0395670549963738 -0.00343797976463738 0.00546013859215802
10 "WALKING_DOWNSTAIRS" 0.00264315638248355 -0.00150373690867599 -0.000839381163301809 -0.100210707471916 -0.0146298151562911 -0.00614732127109375
10 "WALKING_UPSTAIRS" -0.00215434956525931 0.00144380708187832 -0.00326137924653258 0.104186436201142 -0.00953582886803856 0.000723025549767287
12 "STANDING" -3.50191958077613e-05 0.000124781675845799 0.000918557874254354 -0.00240114646402841 0.00195543134382915 -0.00534470724824667
12 "SITTING" -0.000529326617102328 0.000707491991895772 0.000660816593788603 -0.015203150503652 -0.000387670351019608 -0.00596902640454044
12 "LAYING" -0.00359865031015964 -0.000200488412744609 4.8729672625e-05 0.0134283674780807 -0.00416021491336589 0.0260504368187497
12 "WALKING" -9.21391085156255e-05 0.000827275840871875 0.00170010802277187 -0.0792475920826562 0.0180192490122781 0.00603742439878125
12 "WALKING_DOWNSTAIRS" 0.000813056907707201 -0.000496247653203125 -0.000412361126878397 -0.0875168323327412 0.0142697908064283 0.00142102502017663
12 "WALKING_UPSTAIRS" -0.000949088958578726 -0.00483565996215445 0.000319738868057392 -0.0675002597771935 0.0149931818603155 0.00153555737222055
13 "STANDING" 3.76441025629112e-05 0.000183031390622533 -0.00126074401695869 -0.0019330933757426 -0.000442971225277686 -0.000381312210084978
13 "SITTING" -0.000669198850622449 0.00590644776180357 0.00365393806041614 -0.0080833038323514 -0.0071919979713251 -0.00176575355299107
13 "LAYING" -0.000177106713496686 -0.00173209890462525 0.00131335934914491 0.0185011398386217 -0.0100618412263863 0.0139357563317787
13 "WALKING" -0.000348818591836623 -0.000748957699904057 -0.00103192277945998 0.010575570404477 -0.00248676045489857 -0.0035018749915159
13 "WALKING_DOWNSTAIRS" 0.00357174703055186 0.00145068212119215 0.00208566982615691 -0.0979753666131981 0.0228540842802759 0.0110432632994348
13 "WALKING_UPSTAIRS" -0.00399215926080114 -0.0055603983673125 -0.00576762120330881 -0.114086646859688 0.0352883336794815 0.013431180009233
18 "STANDING" 0.000181977907688399 0.000263726467105993 -4.81360471346746e-05 0.00112164976939277 0.000502687594757063 -0.000891255473481806
18 "SITTING" -6.30082821226425e-05 0.00223915928642237 -0.0011882797670773 -0.00580734166534205 0.00260049867338788 -0.000672180393871985
18 "LAYING" -0.000594375465878462 -0.00013407286296512 0.000201081998308606 0.00257703172005361 -0.00425276904417548 0.00329526102096466
18 "WALKING" -0.000760027319592634 -0.000348385608563058 0.00135086865554827 -0.0126495858844866 0.0058543683048577 0.00360226082250684
18 "WALKING_DOWNSTAIRS" 0.00223880059102557 0.000142385612393182 0.00162422789175 -0.0309198196498778 0.00483909505683239 0.0054944793258125
18 "WALKING_UPSTAIRS" -0.00250894305461476 -0.00265818613400997 -0.0014364029575264 -0.020001472873688 0.00980916234172952 0.00192121905792026
20 "STANDING" 0.000103275450374444 -0.000488505269605201 0.00261130139403168 0.00365239392970441 0.00203556314934717 -0.00396810774798461
20 "SITTING" 9.67907534627604e-05 0.00126681591235914 -2.04795410750474e-05 -0.00900475538347538 0.00418555733406345 -0.00975671365355161
20 "LAYING" -0.00784505722876648 0.00141488723129733 0.0013323678646119 0.00463985194742601 -0.00954934716664292 0.0165295978119578
20 "WALKING" -0.0010276069877451 -0.00213048636801471 -0.00172828794724265 0.00439814638143382 0.000105807922242647 -0.000529692662239584
20 "WALKING_DOWNSTAIRS" 0.00382664236535069 0.00393224578834549 0.0012238164825625 -0.086316537917118 0.03984059838125 0.00777528482376736
20 "WALKING_UPSTAIRS" -0.00525041073318015 -0.0058156146955239 -0.00420071156249004 0.0965282706310049 -0.0452900463158854 -0.012229143274663
24 "STANDING" 0.000571486425564266 0.00139500511128444 2.8107122950634e-05 -0.000192109370832654 0.0022957252798793 -0.00407544925582242
24 "SITTING" -0.000844946286880375 0.00210468368108286 0.00173976376489108 -0.00819724311048369 -0.000304247718649242 -0.0027833479657832
24 "LAYING" -0.000973787020804905 -0.000114011590823394 0.000353927445508898 0.0137240429077718 -0.00957817188605469 0.011240883063432
24 "WALKING" -0.000122607251185345 -0.00283577161773653 -0.000755922770875539 -0.0276791369560937 0.00383580612878772 0.00480999790343831
24 "WALKING_DOWNSTAIRS" 0.00227831390532102 0.00134543776216477 0.00115249856201705 -0.0608825992774659 0.00907925993384943 0.0113483894395028
24 "WALKING_UPSTAIRS" -0.00158572095554555 -0.00422746342698623 -0.00196254279941075 0.119627441872113 -0.014264289788223 -0.0272209411785858
